-72.6,48.2,1
-37.7,176.2,1
-36.9,174.7,1
-34,151,1
-33.9,151,1
-33.9,151.1,2
-33.9,151.2,2
-33.8,150.8,1
-33.7,151.1,1
0,0,335
21.3,-158.1,129
21.3,-158,132
21.3,-157.9,677
21.3,-157.8,1255
21.3,-157.7,115
21.3,74.6,1
21.4,-158.2,143
21.4,-158.1,59
21.4,-158,639
21.4,-157.9,314
21.4,-157.8,198
21.4,-157.7,144
21.5,-158.2,59
21.5,-158.1,11
21.5,-158,165
21.5,-157.9,4
21.5,-157.8,14
21.6,-158.2,4
21.6,-158.1,76
21.6,-158,6
21.6,-157.9,36
21.7,-158.1,14
21.7,-158,30
21.7,-157.9,7
25.2,-80.4,1
25.6,-80.5,1
25.6,-80.4,14
25.6,-80.3,35
25.7,-80.5,36
25.7,-80.4,7
25.7,-80.3,22
25.7,-80.2,70
25.8,-80.4,2
25.8,-80.3,144
25.8,-80.2,1755
25.9,-97.5,1465
25.9,-97.4,430
25.9,-80.4,7
25.9,-80.3,250
25.9,-80.2,108
25.9,-80.1,1
26,-97.6,2
26,-97.5,419
26,-97.4,38
26,-80.4,12
26,-80.3,150
26,-80.2,267
26,-80.1,22
26.1,-98,1
26.1,-97.9,4
26.1,-97.8,1
26.1,-97.6,1
26.1,-97.5,2
26.1,-80.4,13
26.1,-80.3,479
26.1,-80.2,331
26.1,-80.1,27
26.2,-98.3,5
26.2,-98.2,2
26.2,-98.1,1
26.2,-98,3
26.2,-97.7,2
26.2,-80.3,16
26.2,-80.2,48
26.2,-80.1,25
26.3,-81.9,2
26.3,-81.8,332
26.3,-81.7,27
26.3,-80.3,2
26.3,-80.2,8
26.3,-80.1,82
26.4,-81.9,101
26.4,-81.8,417
26.4,-81.7,10
26.4,-80.2,3
26.4,-80.1,322
26.5,-82.2,6
26.5,-82.1,16
26.5,-82,212
26.5,-81.9,821
26.5,-81.8,647
26.5,-81.7,14
26.5,-81.6,71
26.5,-80.1,47
26.6,-82.2,7
26.6,-82.1,90
26.6,-82,337
26.6,-81.9,1066
26.6,-81.8,297
26.6,-81.7,1094
26.6,-81.6,561
26.6,-80.2,4
26.6,-80.1,21
26.6,-80,3
26.7,-82.3,3
26.7,-82.2,11
26.7,-82.1,25
26.7,-82,145
26.7,-81.9,1268
26.7,-81.8,591
26.7,-81.7,258
26.7,-81.6,92
26.7,-81.2,1
26.7,-80.7,4
26.7,-80.2,12
26.7,-80.1,413
26.7,-80,8
26.8,-82.3,9
26.8,-82,1
26.8,-81.9,20
26.8,-81.8,14
26.8,-81.5,1
26.8,-81.4,4
26.8,-80.2,3
26.8,-80.1,114
26.8,-80,1
26.9,-80.2,17
26.9,-80.1,49
27,-82.1,1
27,-80.5,199
27,-80.4,15
27,-80.3,1
27,-80.2,11
27,-80.1,90
27.1,-80.7,4
27.1,-80.6,14
27.1,-80.5,8
27.1,-80.4,1
27.1,-80.3,165
27.1,-80.2,570
27.1,-80.1,186
27.2,-80.6,1
27.2,-80.5,24
27.2,-80.4,23
27.2,-80.3,583
27.2,-80.2,877
27.3,-82.5,1
27.3,-81.7,1
27.3,-80.3,45
27.3,-80.2,38
27.4,-99.5,53
27.4,-82.5,2
27.4,-81.9,1
27.4,-81.8,3
27.4,-81.7,1
27.4,-80.3,1
27.5,-99.6,2
27.5,-99.5,789
27.5,-99.4,50
27.5,-99.3,1
27.5,-82.6,3
27.5,-82.5,2
27.5,-81.9,7
27.5,-81.8,62
27.5,-81.7,3
27.5,-81.6,1
27.5,-80.3,1
27.6,-99.5,263
27.6,-99.4,18
27.6,-82,5
27.6,-81.9,3
27.6,-81.8,55
27.6,-81.7,3
27.6,-81.6,5
27.6,-80.8,1
27.7,-99.6,1
27.7,-99.5,5
27.7,-97.4,1
27.7,-82.8,1
27.7,-82.7,503
27.7,-82.6,265
27.7,-82.5,43
27.7,-82.4,254
27.7,-82.3,90
27.7,-82.2,6
27.7,-81.8,5
27.7,-81.6,7
27.7,-81.5,6
27.8,-99.8,2
27.8,-97.4,5
27.8,-82.8,253
27.8,-82.7,2844
27.8,-82.6,1458
27.8,-82.4,233
27.8,-82.3,419
27.8,-82.2,79
27.8,-82.1,15
27.8,-82,3
27.8,-81.8,4
27.8,-81.7,4
27.8,-81.6,2
27.8,-81.5,10
27.9,-97.6,32
27.9,-82.9,7
27.9,-82.8,293
27.9,-82.7,333
27.9,-82.6,173
27.9,-82.5,1973
27.9,-82.4,590
27.9,-82.3,1495
27.9,-82.2,279
27.9,-82.1,54
27.9,-82,10
27.9,-81.8,13
27.9,-81.7,12
27.9,-81.6,5
27.9,-81.5,2
27.9,-81.4,1
28,-82.8,324
28,-82.7,337
28,-82.6,978
28,-82.5,5017
28,-82.4,5560
28,-82.3,746
28,-82.2,219
28,-82.1,111
28,-82,92
28,-81.9,40
28,-81.8,45
28,-81.7,21
28,-81.6,13
28,-80.7,1
28.1,-82.8,100
28.1,-82.7,198
28.1,-82.6,423
28.1,-82.5,1072
28.1,-82.4,1651
28.1,-82.3,227
28.1,-82.2,59
28.1,-82.1,32
28.1,-82,178
28.1,-81.9,26
28.1,-81.8,27
28.1,-81.7,3
28.1,-81.6,5
28.1,-81.5,17
28.1,-80.7,2
28.1,-80.6,1
28.2,-82.8,209
28.2,-82.7,1401
28.2,-82.6,111
28.2,-82.5,308
28.2,-82.4,538
28.2,-82.3,340
28.2,-82.2,310
28.2,-82.1,4
28.2,-82,11
28.2,-81.9,5
28.2,-81.8,9
28.2,-81.7,3
28.2,-81.6,28
28.2,-81.5,1
28.3,-82.8,3
28.3,-82.7,1656
28.3,-82.6,345
28.3,-82.5,199
28.3,-82.4,55
28.3,-82.3,134
28.3,-82.2,197
28.3,-82.1,25
28.3,-81.9,2
28.3,-81.7,22
28.3,-81.6,5
28.3,-81.5,46
28.3,-81.4,362
28.3,-81.3,11
28.3,-80.7,1
28.4,-82.7,299
28.4,-82.6,258
28.4,-82.5,132
28.4,-82.4,8
28.4,-82.3,22
28.4,-82.2,232
28.4,-81.5,4
28.4,-81.4,14
28.4,-81.3,130
28.4,-81.2,15
28.5,-82.7,3
28.5,-82.6,194
28.5,-82.5,262
28.5,-82.4,20
28.5,-82.3,17
28.5,-82.2,75
28.5,-82.1,2
28.5,-81.7,1
28.5,-81.6,72
28.5,-81.5,678
28.5,-81.4,1721
28.5,-81.3,746
28.5,-81.2,17
28.6,-82.6,11
28.6,-82.5,33
28.6,-82.4,22
28.6,-82.3,11
28.6,-82.2,1
28.6,-81.6,148
28.6,-81.5,22
28.6,-81.4,762
28.6,-81.3,127
28.6,-81.2,1
28.6,-80.8,1
28.7,-82.6,10
28.7,-82.5,8
28.7,-82.4,4
28.7,-82.3,14
28.7,-82.2,1
28.7,-81.6,12
28.7,-81.5,1
28.7,-81.4,17
28.7,-81.3,43
28.7,-81,1
28.8,-82.6,35
28.8,-82.5,28
28.8,-82.4,11
28.8,-82.3,49
28.8,-82.2,3
28.8,-82,1
28.8,-81.9,2
28.8,-81.6,1
28.8,-81.3,347
28.8,-81.2,15
28.8,-81.1,6
28.8,-81,1
28.9,-82.7,1
28.9,-82.6,51
28.9,-82.5,56
28.9,-82.4,53
28.9,-82.3,10
28.9,-81.9,1
28.9,-81.7,1
28.9,-81.4,1
28.9,-81.3,206
28.9,-81.2,287
28.9,-81.1,5
28.9,-80.9,15
29,-95.4,1
29,-82.7,1
29,-82.6,10
29,-82.5,36
29,-82.4,7
29,-82.3,10
29,-82.2,39
29,-82.1,41
29,-82,67
29,-81.9,25
29,-81.8,8
29,-81.7,4
29,-81.6,1
29,-81.4,9
29,-81.3,159
29,-81.2,16
29,-81.1,9
29,-81,7
29,-80.9,38
29,-80.8,6
29.1,-95.6,1
29.1,-95.1,8
29.1,-95,2
29.1,-82.5,13
29.1,-82.4,13
29.1,-82.3,25
29.1,-82.2,129
29.1,-82.1,68
29.1,-82,69
29.1,-81.9,11
29.1,-81.8,1
29.1,-81.4,21
29.1,-81.3,112
29.1,-81.2,8
29.1,-81.1,24
29.1,-81,24
29.2,-98.8,1
29.2,-98.5,2
29.2,-96,1
29.2,-95,1
29.2,-94.9,9
29.2,-82.5,3
29.2,-82.4,7
29.2,-82.3,19
29.2,-82.2,511
29.2,-82.1,872
29.2,-82,14
29.2,-81.9,18
29.2,-81.8,3
29.2,-81.5,12
29.2,-81.4,4
29.2,-81.3,5
29.2,-81.2,2
29.2,-81.1,67
29.2,-81,21
29.3,-98.6,54
29.3,-98.5,71
29.3,-98.4,13
29.3,-98.3,3
29.3,-95.4,1
29.3,-95.1,3
29.3,-95,9
29.3,-94.9,2
29.3,-94.8,214
29.3,-82.4,2
29.3,-82.2,22
29.3,-82.1,27
29.3,-82,3
29.3,-81.9,3
29.3,-81.8,3
29.3,-81.7,4
29.3,-81.5,3
29.3,-81.1,88
29.3,-81,2
29.4,-98.9,1
29.4,-98.7,81
29.4,-98.6,193
29.4,-98.5,442
29.4,-98.4,115
29.4,-98.3,7
29.4,-95.9,1
29.4,-95.4,1
29.4,-95.3,7
29.4,-95.2,162
29.4,-95.1,51
29.4,-95,18
29.4,-94.9,14
29.4,-94.8,1
29.4,-94.7,1
29.4,-82.4,1
29.4,-82.3,6
29.4,-82.2,11
29.4,-82.1,16
29.4,-82,7
29.4,-81.9,3
29.4,-81.8,1
29.4,-81.7,1
29.4,-81.1,12
29.5,-98.7,114
29.5,-98.6,352
29.5,-98.5,332
29.5,-98.4,180
29.5,-98.3,6
29.5,-95.7,2
29.5,-95.6,1
29.5,-95.5,24
29.5,-95.4,27
29.5,-95.3,63
29.5,-95.2,441
29.5,-95.1,442
29.5,-95,116
29.5,-94.9,10
29.5,-94.6,4
29.5,-82.5,1
29.5,-82.3,1
29.5,-82,3
29.5,-81.7,1
29.6,-98.7,23
29.6,-98.6,131
29.6,-98.5,127
29.6,-98.4,93
29.6,-98.3,6
29.6,-96.1,1
29.6,-95.8,5
29.6,-95.7,4
29.6,-95.6,62
29.6,-95.5,420
29.6,-95.4,375
29.6,-95.3,332
29.6,-95.2,505
29.6,-95.1,126
29.6,-94.4,2
29.6,-90.8,2
29.6,-90.7,52
29.6,-82.4,266
29.6,-82.3,209
29.6,-82.1,1
29.6,-81.7,2
29.6,-81.6,1
29.7,-98.9,2
29.7,-98.7,2
29.7,-98.6,2
29.7,-98.5,4
29.7,-98.4,2
29.7,-98.1,1
29.7,-95.7,9
29.7,-95.6,1112
29.7,-95.5,1473
29.7,-95.4,1208
29.7,-95.3,821
29.7,-95.2,51
29.7,-95,1
29.7,-90.1,34
29.7,-82.5,1
29.7,-82.4,243
29.7,-82.3,610
29.7,-82.1,1
29.7,-81.7,1
29.7,-81.6,1
29.8,-98.4,1
29.8,-98,66
29.8,-97.9,2
29.8,-95.7,34
29.8,-95.6,293
29.8,-95.5,797
29.8,-95.4,1093
29.8,-95.3,574
29.8,-95.2,173
29.8,-95.1,1
29.8,-91.5,1
29.8,-90.1,166
29.8,-90,20
29.8,-85.3,1
29.8,-82.6,8
29.8,-82.5,5
29.8,-82.4,4
29.8,-82.3,3
29.8,-82.2,25
29.9,-98,22
29.9,-97.9,176
29.9,-97.7,6
29.9,-95.7,1
29.9,-95.6,12
29.9,-95.5,295
29.9,-95.4,561
29.9,-95.3,187
29.9,-95.2,7
29.9,-94,2
29.9,-93.9,28
29.9,-90.3,3
29.9,-90.2,415
29.9,-90.1,1875
29.9,-90,855
29.9,-82.6,1
29.9,-81.3,1
30,-98.9,3
30,-95.7,10
30,-95.6,28
30,-95.5,190
30,-95.4,96
30,-95.3,85
30,-95.2,23
30,-95.1,7
30,-94.9,1
30,-94.2,51
30,-94.1,148
30,-94,167
30,-93.9,10
30,-90.3,467
30,-90.2,2205
30,-90.1,518
30,-90,7
30,-89.9,1
30.1,-97.9,8
30.1,-97.8,86
30.1,-97.7,50
30.1,-97.6,32
30.1,-96.1,1
30.1,-95.3,3
30.1,-95.2,44
30.1,-95.1,1
30.1,-94.3,8
30.1,-94.2,413
30.1,-94.1,618
30.1,-93.9,2
30.1,-93.8,65
30.1,-93.7,141
30.1,-85.6,1
30.1,-83.2,2
30.1,-81.8,3
30.1,-81.5,1
30.2,-98,4
30.2,-97.9,249
30.2,-97.8,1772
30.2,-97.7,1328
30.2,-97.6,126
30.2,-97.5,31
30.2,-94.2,29
30.2,-93.8,9
30.2,-93.1,8
30.2,-85.7,1
30.2,-85.6,4
30.2,-81.6,1
30.3,-98.9,1
30.3,-98.1,11
30.3,-98,17
30.3,-97.9,99
30.3,-97.8,513
30.3,-97.7,3341
30.3,-97.6,205
30.3,-97.5,52
30.3,-97.4,12
30.3,-95.4,1
30.3,-89.9,1
30.3,-89.8,13
30.3,-89.7,1
30.3,-82.7,1
30.3,-81.8,1
30.3,-81.7,5
30.3,-81.6,8
30.3,-81.5,2
30.3,-81.4,2
30.4,-98.1,14
30.4,-98,20
30.4,-97.9,170
30.4,-97.8,365
30.4,-97.7,1961
30.4,-97.6,695
30.4,-97.5,31
30.4,-97.4,5
30.4,-96.2,5
30.4,-96.1,3
30.4,-89.1,509
30.4,-89,130
30.4,-88.9,1
30.4,-88.6,2
30.4,-88.5,7
30.4,-88.2,1
30.4,-87.3,11
30.4,-87.2,8
30.4,-86.7,1
30.4,-86.6,3
30.4,-86.4,1
30.4,-86.3,2
30.4,-84.4,6
30.4,-84.3,843
30.4,-84.2,138
30.4,-83.3,28
30.4,-81.7,7
30.4,-81.6,1
30.4,-81.5,1
30.4,-81.4,1
30.5,-98.1,3
30.5,-98,20
30.5,-97.9,43
30.5,-97.8,187
30.5,-97.7,454
30.5,-97.6,847
30.5,-97.5,2
30.5,-96.4,3
30.5,-96.3,47
30.5,-96.2,21
30.5,-89.7,1
30.5,-89.1,109
30.5,-89,16
30.5,-88.3,1
30.5,-88.2,13
30.5,-87.4,1
30.5,-87.3,11
30.5,-87.2,7
30.5,-84.4,36
30.5,-84.3,602
30.5,-84.2,134
30.6,-98,7
30.6,-97.9,5
30.6,-97.7,19
30.6,-96.5,2
30.6,-96.4,219
30.6,-96.3,356
30.6,-96.2,8
30.6,-89.6,1
30.6,-88.3,7
30.6,-88.2,85
30.6,-88.1,51
30.6,-87.3,1
30.6,-87.2,1
30.6,-87.1,1
30.6,-86.9,1
30.6,-84.3,5
30.7,-96.6,1
30.7,-96.5,53
30.7,-96.4,523
30.7,-96.3,154
30.7,-96.2,32
30.7,-95.6,161
30.7,-95.5,119
30.7,-95.4,1
30.7,-88.3,9
30.7,-88.2,105
30.7,-88.1,257
30.7,-88,13
30.8,-96.4,18
30.8,-96.3,17
30.8,-96.2,8
30.8,-95.6,3
30.8,-95.5,1
30.8,-88.2,13
30.8,-83.9,1
30.8,-83.3,1
30.8,-81.7,2
30.9,-97.4,1
30.9,-97,1
30.9,-96.4,2
30.9,-96.3,8
30.9,-96.2,2
30.9,-84.2,1
31,-96.3,2
31,-95.9,1
31.1,-97.9,250
31.1,-97.8,2
31.1,-97.7,2
31.1,-97.4,7
31.1,-97.3,1
31.1,-81.5,35
31.2,-97.9,20
31.2,-97.3,1
31.2,-85.5,6
31.2,-85.4,156
31.2,-85.3,1
31.2,-83.8,1
31.2,-81.5,143
31.3,-94.8,1
31.3,-94.7,5
31.3,-85.5,1
31.3,-85.4,43
31.4,-110.9,1
31.4,-100.6,1
31.4,-100.5,165
31.4,-100.4,81
31.4,-94.7,1
31.4,-83.5,1
31.5,-100.5,137
31.5,-100.4,219
31.5,-97.2,1
31.5,-97.1,3
31.5,-84.2,1
31.5,-84.1,1
31.6,-100.5,1
31.6,-97.2,3
31.6,-97.1,5
31.6,-84.1,2
31.7,-106.5,1
31.7,-106.4,3
31.7,-97.2,2
31.7,-89,2
31.8,-111,1
31.8,-106.5,2
31.8,-106.4,2
31.8,-102.4,50
31.8,-102.3,3
31.8,-97.6,3
31.8,35.2,1
31.9,-111,1
31.9,-106.4,2
31.9,-103.1,1
31.9,-102.4,95
31.9,-102.3,46
31.9,-98.6,1
31.9,-90.3,1
31.9,-81.2,1
31.9,-81.1,5
32,-110.9,1
32,-110.6,2
32,-102.2,41
32,-102.1,505
32,-102,7
32,-96.4,1
32,-93.7,5
32,-90.4,1
32,-90.2,1
32,-81.3,11
32,-81.2,35
32,-81.1,174
32,-81,17
32.1,-111.2,1
32.1,-111.1,4
32.1,-111,421
32.1,-110.9,181
32.1,-110.8,140
32.1,-110.7,3
32.1,-102.2,2
32.1,-102.1,2
32.1,-96.5,2
32.1,-93.7,1
32.1,-86.4,2
32.1,-81.4,2
32.1,-81.2,6
32.1,-81.1,141
32.1,-81,6
32.1,-80.8,6
32.1,-80.7,1
32.2,-111,2004
32.2,-110.9,2227
32.2,-110.8,1071
32.2,-90.3,13
32.2,-90.2,15
32.2,-86.2,2
32.2,-81,1
32.2,-80.9,4
32.2,-80.8,12
32.2,-80.7,26
32.3,-111,1301
32.3,-110.9,678
32.3,-110.8,78
32.3,-96.2,1
32.3,-95.5,3
32.3,-90.9,3
32.3,-90.3,42
32.3,-90.2,187
32.3,-90.1,6
32.3,-89.7,1
32.3,-86.4,25
32.3,-86.3,194
32.3,-86.2,183
32.3,-86.1,2
32.3,-86,1
32.3,-84.5,1
32.3,-83.7,1
32.3,-83.6,2
32.3,-81,2
32.3,-80.9,9
32.3,-80.8,1
32.3,-80.6,4
32.3,-80.5,1
32.4,-111,1
32.4,-100.5,1
32.4,-99.7,4
32.4,-97.2,2
32.4,-96.8,3
32.4,-95.3,1
32.4,-93.8,7
32.4,-93.7,1
32.4,-90.8,1
32.4,-90.4,1
32.4,-90.3,2
32.4,-90.2,60
32.4,-90.1,37
32.4,-90,1
32.4,-86.4,15
32.4,-86.3,274
32.4,-86.2,164
32.4,-86.1,2
32.4,-85,79
32.4,-84.9,155
32.4,-83.8,4
32.4,-83.7,7
32.4,-83.6,5
32.4,-81.3,1
32.4,-80.8,5
32.4,-80.7,52
32.4,-80.6,10
32.4,-80.5,5
32.5,-117.1,2
32.5,-117,16
32.5,-111.3,31
32.5,-97.4,19
32.5,-97.3,85
32.5,-97.1,11
32.5,-96.8,8
32.5,-96.7,1
32.5,-93.9,1
32.5,-93.8,18
32.5,-93.7,6
32.5,-93.4,2
32.5,-92.7,1
32.5,-85.5,3
32.5,-85.4,18
32.5,-85.3,8
32.5,-85.1,44
32.5,-85,380
32.5,-84.9,372
32.5,-83.9,1
32.5,-83.8,3
32.5,-83.7,23
32.5,-83.6,28
32.5,-80.8,8
32.5,-80.7,9
32.5,-80.6,1
32.6,-117.1,535
32.6,-117,315
32.6,-116.9,14
32.6,-116.7,1
32.6,-116.6,2
32.6,-116.4,1
32.6,-97.4,101
32.6,-97.3,82
32.6,-97.2,121
32.6,-97.1,463
32.6,-97,26
32.6,-96.9,102
32.6,-96.8,118
32.6,-96.7,13
32.6,-93.8,2
32.6,-93.6,3
32.6,-93.5,1
32.6,-93.3,6
32.6,-86.3,1
32.6,-85.6,2
32.6,-85.5,78
32.6,-85.4,63
32.6,-85.3,8
32.6,-85.2,4
32.6,-85.1,7
32.6,-85,12
32.6,-84.9,22
32.6,-84.8,2
32.6,-83.7,268
32.6,-83.6,451
32.6,-80.8,2
32.6,-80.7,2
32.7,-117.3,15
32.7,-117.2,552
32.7,-117.1,818
32.7,-117,400
32.7,-116.9,37
32.7,-116.8,3
32.7,-116.3,2
32.7,-115.5,3
32.7,-98,1
32.7,-97.5,62
32.7,-97.4,253
32.7,-97.3,409
32.7,-97.2,443
32.7,-97.1,1524
32.7,-97,36
32.7,-96.9,964
32.7,-96.8,1380
32.7,-96.7,574
32.7,-96.6,243
32.7,-96.5,1
32.7,-96,1
32.7,-94,1
32.7,-93.7,2
32.7,-85.5,5
32.7,-85.4,15
32.7,-85.3,6
32.7,-85.2,6
32.7,-85.1,17
32.7,-84.9,1
32.7,-83.9,1
32.7,-83.7,12
32.7,-83.6,12
32.8,-117.3,91
32.8,-117.2,499
32.8,-117.1,435
32.8,-117,421
32.8,-116.9,187
32.8,-116.8,28
32.8,-116.7,9
32.8,-116.5,1
32.8,-115.6,1
32.8,-97.5,32
32.8,-97.4,301
32.8,-97.3,519
32.8,-97.2,167
32.8,-97.1,551
32.8,-97,646
32.8,-96.9,781
32.8,-96.8,1894
32.8,-96.7,1215
32.8,-96.6,78
32.8,-96.5,1
32.8,-93.1,3
32.8,-85.2,44
32.8,-83.7,3
32.8,-83.6,1
32.8,-80,2
32.8,-79.9,27
32.8,-79.8,19
32.9,-117.3,8
32.9,-117.2,126
32.9,-117.1,99
32.9,-117,68
32.9,-116.9,143
32.9,-116.8,1
32.9,-116.7,1
32.9,-116.6,1
32.9,-116.5,1
32.9,-115.4,3
32.9,-111.8,2
32.9,-111.7,1
32.9,-97.5,4
32.9,-97.4,81
32.9,-97.3,507
32.9,-97.2,34
32.9,-97.1,35
32.9,-97,542
32.9,-96.9,700
32.9,-96.8,1118
32.9,-96.7,1067
32.9,-96.6,28
32.9,-96.5,67
32.9,-96.4,17
32.9,-96.1,1
32.9,-93.7,1
32.9,-93.4,2
32.9,-86.7,1
32.9,-83.7,2
32.9,-80.7,2
32.9,-80.1,2
32.9,-80,1
32.9,-79.9,1
32.9,-79.8,9
33,-117.3,79
33,-117.2,39
33,-117.1,117
33,-117,49
33,-116.9,47
33,-116.8,23
33,-116.6,3
33,-111.5,1
33,-97.5,1
33,-97.4,12
33,-97.3,75
33,-97.2,7
33,-97.1,8
33,-97,273
33,-96.9,77
33,-96.8,284
33,-96.7,117
33,-96.6,64
33,-96.5,85
33,-96.4,2
33,-96.3,1
33,-93.5,6
33,-93.4,1
33,-85.5,1
33,-80.2,1
33.1,-117.3,82
33.1,-117.2,100
33.1,-117.1,173
33.1,-117,28
33.1,-116.9,3
33.1,-116.8,2
33.1,-116.7,1
33.1,-116.6,1
33.1,-116.4,1
33.1,-116.1,1
33.1,-112,2
33.1,-97.1,1
33.1,-97,62
33.1,-96.9,46
33.1,-96.8,388
33.1,-96.7,15
33.1,-96.6,2
33.1,-96.2,19
33.1,-96.1,163
33.1,-92.4,1
33.1,-89.9,2
33.1,-87.7,3
33.1,-87.6,13
33.1,-87.5,10
33.1,-87.4,3
33.1,-83.2,2
33.2,-117.4,95
33.2,-117.3,200
33.2,-117.2,185
33.2,-117.1,21
33.2,-117,33
33.2,-116.4,1
